UM_CODE;UM_NAMEF;global_id;UM_NAMES;UM_TRANS;UM_TYPE;UM_TM;UM_TE;UM_KLADR
22705;9-я Радиальная улица;58482521;9-я Радиальная ул.;Devyataya Radial`naya ulicza;1;;606;77000000000420200
22706;10-я Радиальная улица;58482522;10-я Радиальная ул.;Desyataya Radial`naya ulicza;1;;606;77000000000420300
22707;11-я Радиальная улица;58482523;11-я Радиальная ул.;Odinnadczataya Radial`naya ulicza;1;;606;77000000000420400
22710;1-я Радиаторская улица;58482524;1-я Радиаторская ул.;Pervaya Radiatorskaya ulicza;1;;205;77000000000243300
22711;2-я Радиаторская улица;58482525;2-я Радиаторская ул.;Vtoraya Radiatorskaya ulicza;1;;205;77000000000243400
22712;3-я Радиаторская улица;58482526;3-я Радиаторская ул.;Tret`ya Radiatorskaya ulicza;1;;205;77000000000243500
22727;улица Радио;58482527;ул. Радио;ulicza Radio;1;;1005;77000002000243700
22728;улица Радиоцентр;58482528;ул. Радиоцентр;ulicza Radioczentr;1;;1005;77000002000244000
22730;улица Радио;58482529;ул. Радио;ulicza Radio;1;;102;77000000000243600
22740;Верхняя Радищевская улица;58482530;Верх. Радищевская ул.;Verxnyaya Radishhevskaya ulicza;1;;107;77000000000244100
22750;Нижняя Радищевская улица;58482531;Нижн. Радищевская ул.;Nizhnyaya Radishhevskaya ulicza;1;;107;77000000000244200
22760;Радужная улица;58482532;Радужная ул.;Raduzhnaya ulicza;1;;303;77000000000244300
22770;улица Раевского;58482533;ул. Раевского;ulicza Raevskogo;1;;805;77000000000244400
22800;улица Варварка;58482534;ул. Варварка;ulicza Varvarka;1;;108;77000000000706700
22810;площадь Разгуляй;58482535;пл. Разгуляй;ploshhad` Razgulyaj;4;;102;77000000000380300
22820;Раздельная улица;58482536;Раздельная ул.;Razdel`naya ulicza;1;;213;77000000000244500
22830;бульвар Яна Райниса;58482537;бульв. Яна Райниса;bul`var Yana Rajnisa;8;;"0904;0908";77000000000343800
22850;Ракетный бульвар;58482538;Ракетный бульв.;Raketny'j bul`var;8;;301;77000000000244700
22865;улица Раменки;58482539;ул. Раменки;ulicza Ramenki;1;;"0814;0815";77000000000244800
22870;Раменский бульвар;58482540;Раменский бульв.;Ramenskij bul`var;8;;815;77000000000752500
22880;площадь Расковой;58482541;пл. Расковой;ploshhad` Raskovoj;4;;214;77000000000245000
22890;улица Расковой;58482542;ул. Расковой;ulicza Raskovoj;1;;202;77000000000245100
22900;переулок Расковой;58482543;пер. Расковой;pereulok Raskovoj;2;;202;77000000000244900
22910;улица Расплетина;58482544;ул. Расплетина;ulicza Raspletina;1;;907;77000000000245200
22920;Рассветная аллея;58482545;Рассветная аллея;Rassvetnaya alleya;9;;404;77000000000043800
22930;Рассказовская улица;58482546;Рассказовская ул.;Rasskazovskaya ulicza;1;;813;77000000000245300
23020;Расторгуевский переулок;58482547;Расторгуевский пер.;Rastorguevskij pereulok;2;;106;77000000000245400
23021;Ратная улица;58482548;Ратная ул.;Ratnaya ulicza;1;;708;77000000000245500
23033;Раушская набережная;58482549;Раушская наб.;Raushskaya naberezhnaya;5;;103;77000000000245600
23040;1-й Раушский переулок;58482550;1-й Раушский пер.;Pervy'j Raushskij pereulok;2;;103;77000000000245700
23050;2-й Раушский переулок;58482551;2-й Раушский пер.;Vtoroj Raushskij pereulok;2;;103;77000000000245800
23060;Рахмановский переулок;58482552;Рахмановский пер.;Raxmanovskij pereulok;2;;108;77000000000058700
23070;улица Ращупкина;58482553;ул. Ращупкина;ulicza Rashhupkina;1;;809;77000000000246000
23080;площадь Революции;58482554;пл. Революции;ploshhad` Revolyuczii;4;;108;77000000000058800
23100;Резервный проезд;58482555;Резервный пр.;Rezervny'j proezd;3;;805;77000000000246200
23110;1-я Рейсовая улица;58482556;1-я Рейсовая ул.;Pervaya Rejsovaya ulicza;1;;813;77000000000763000
23111;2-я Рейсовая улица;58482557;2-я Рейсовая ул.;Vtoraya Rejsovaya ulicza;1;;813;77000000000763100
23112;3-я Рейсовая улица;58482558;3-я Рейсовая ул.;Tret`ya Rejsovaya ulicza;1;;813;77000000002394300
23120;Ремесленная улица;58482559;Ремесленная ул.;Remeslennaya ulicza;1;;606;77000000000380600
23130;улица Ремизова;58482560;ул. Ремизова;ulicza Remizova;1;;705;77000000000246600
23160;Болотная площадь;58482561;Болотная пл.;Bolotnaya ploshhad`;4;;110;77000000000718400
23180;Реутовская улица;58482562;Реутовская ул.;Reutovskaya ulicza;1;;404;77000000000043900
23195;улица Речников;58482563;ул. Речников;ulicza Rechnikov;1;;614;77000000000247000
23197;Речной проезд;58482564;Речной пр.;Rechnoj proezd;3;;511;77000000000747900
23200;Малый Ржевский переулок;58482565;М. Ржевский пер.;Maly'j Rzhevskij pereulok;2;;"0101;0106";77000000000343900
23210;Большой Ржевский переулок;58482566;Б. Ржевский пер.;Bol`shoj Rzhevskij pereulok;2;;101;77000000000247100
23220;Рижская площадь;58482567;Рижская пл.;Rizhskaya ploshhad`;4;;"0105;0309";77000000000247200
23230;1-й Рижский переулок;58482568;1-й Рижский пер.;Pervy'j Rizhskij pereulok;2;;301;77000000000247300
23240;Рижский проезд;58482569;Рижский пр.;Rizhskij proezd;3;;301;77000000000247400
23245;улица Римского-Корсакова;58482570;ул. Римского-Корсакова;ulicza Rimskogo-Korsakova;1;;311;77000000000247500
23246;Ровная улица;58482571;Ровная ул.;Rovnaya ulicza;1;;1005;77000002000247600
23250;Рогачёвский переулок;58482572;Рогачёвский пер.;Rogachyovskij pereulok;2;;203;77000000000247700
23260;улица Рогова;58482573;ул. Рогова;ulicza Rogova;1;;907;77000000000247800
23270;улица Рогожский Вал;58482574;ул. Рогожский Вал;ulicza Rogozhskij Val;1;;107;77000000000248200
23280;Большой Рогожский переулок;58482575;Б. Рогожский пер.;Bol`shoj Rogozhskij pereulok;2;;107;77000000000248000
23290;Малый Рогожский переулок;58482576;М. Рогожский пер.;Maly'j Rogozhskij pereulok;2;;107;77000000000248100
23300;улица Рогожский Посёлок;58482577;ул. Рогожский Посёлок;ulicza Rogozhskij Posyolok;1;;510;77000000000344000
23305;Родионовская улица;58482578;Родионовская ул.;Rodionovskaya ulicza;1;;901;77000000000243900
23306;Родниковая улица;58482579;Родниковая ул.;Rodnikovaya ulicza;1;;"0816;1106";77000000000248300
23308;Рождественская улица;58482580;Рождественская ул.;Rozhdestvenskaya ulicza;1;;512;77000000000745200
23310;Рождественский бульвар;58482581;Рождественский бульв.;Rozhdestvenskij bul`var;8;;105;77000000000248500
23320;улица Розанова;58482582;ул. Розанова;ulicza Rozanova;1;;217;77000000000248600
23330;бульвар Маршала Рокоссовского;58482583;бульв. Маршала Рокоссовского;bul`var Marshala Rokossovskogo;8;;403;77000000000248700
23335;улица Рокотова;58482584;ул. Рокотова;ulicza Rokotova;1;;712;77000000000248800
23340;площадь Ромена Роллана;58482585;пл. Ромена Роллана;ploshhad` Romena Rollana;4;;"0818;0819";77000000000248900
23350;улица Петра Романова;58482586;ул. Петра Романова;ulicza Petra Romanova;1;;515;77000000000020500
23355;1-я улица Рославка;58482587;1-я ул. Рославка;Pervaya ulicza Roslavka;1;;902;77000000000249000
23356;2-я улица Рославка;58482588;2-я ул. Рославка;Vtoraya ulicza Roslavka;1;;902;77000000000323400
23360;улица Рословка;58482589;ул. Рословка;ulicza Roslovka;1;;902;77000000000717900
23370;улица Россолимо;58482590;ул. Россолимо;ulicza Rossolimo;1;;109;77000000000249100
23380;Россошанская улица;58482591;Россошанская ул.;Rossoshanskaya ulicza;1;;621;77000000000249200
23390;Россошанский проезд;58482592;Россошанский пр.;Rossoshanskij proezd;3;;621;77000000000249300
23400;Ростовская набережная;58482593;Ростовская наб.;Rostovskaya naberezhnaya;5;;109;77000000000249400
23420;2-й Ростовский переулок;58482594;2-й Ростовский пер.;Vtoroj Rostovskij pereulok;2;;109;77000000000420600
23430;4-й Ростовский переулок;58482595;4-й Ростовский пер.;Chetvyorty'j Rostovskij pereulok;2;;109;77000000000249500
23440;6-й Ростовский переулок;58482596;6-й Ростовский пер.;Shestoj Rostovskij pereulok;2;;109;77000000000249600
23450;7-й Ростовский переулок;58482597;7-й Ростовский пер.;Sed`moj Rostovskij pereulok;2;;109;77000000000249700
23455;Ростокинская улица;58482598;Ростокинская ул.;Rostokinskaya ulicza;1;;312;77000000000249800
23490;Ростокинский проезд;58482599;Ростокинский пр.;Rostokinskij proezd;3;;418;77000000000250000
23610;улица Ротерта;58482600;ул. Ротерта;ulicza Roterta;1;;317;77000000000250100
23620;Рочдельская улица;58482601;Рочдельская ул.;Rochdel`skaya ulicza;1;;106;77000000000250200
23630;2-я Рощинская улица;58482602;2-я Рощинская ул.;Vtoraya Roshhinskaya ulicza;1;;609;77000000000250300
23640;3-я Рощинская улица;58482603;3-я Рощинская ул.;Tret`ya Roshhinskaya ulicza;1;;609;77000000000250400
23650;1-й Рощинский проезд;58482604;1-й Рощинский пр.;Pervy'j Roshhinskij proezd;3;;"0609;0610";77000000000250500
23660;2-й Рощинский проезд;58482605;2-й Рощинский пр.;Vtoroj Roshhinskij proezd;3;;610;77000000000250600
23670;4-й Рощинский проезд;58482606;4-й Рощинский пр.;Chetvyorty'j Roshhinskij proezd;3;;609;77000000000250700
23680;5-й Рощинский проезд;58482607;5-й Рощинский пр.;Pyaty'j Roshhinskij proezd;3;;609;77000000000250800
23690;6-й Рощинский проезд;58482608;6-й Рощинский пр.;Shestoj Roshhinskij proezd;3;;609;77000000000250900
23695;Рубежный проезд;58482609;Рубежный пр.;Rubezhny'j proezd;3;;806;77000000000342900
23705;Рублёво-Успенское шоссе;58482610;Рублёво-Успенское ш.;Rublyovo-Uspenskoe shosse;6;;807;77000000000777800
23710;Рублёвская улица;58482611;Рублёвская ул.;Rublyovskaya ulicza;1;;807;77000000025251100
23720;Рублёвское шоссе;58482612;Рублёвское ш.;Rublyovskoe shosse;6;;"0806;0807;0818;0819";"77000000025420700;77000000000251200"
23730;Рубцов переулок;58482613;Рубцов пер.;Rubczov pereulok;2;;102;77000000000251300
23740;Рубцовская набережная;58482614;Рубцовская наб.;Rubczovskaya naberezhnaya;5;;102;77000000000251400
23750;Рубцовско-Дворцовая улица;58482615;Рубцовско-Дворцовая ул.;Rubczovsko-Dvorczovaya ulicza;1;;418;77000000000251500
23759;улица Адмирала Руднева;58482616;ул. Адмирала Руднева;ulicza Admirala Rudneva;1;;711;77000000000451200
23760;улица Рудневой;58482617;ул. Рудневой;ulicza Rudnevoj;1;;303;77000000000251600
23761;улица Руднёвка;58482618;ул. Руднёвка;ulicza Rudnyovka;1;;409;77000000000731900
23770;Ружейный переулок;58482619;Ружейный пер.;Ruzhejny'j pereulok;2;;109;77000000000251700
23780;Рузская улица;58482620;Рузская ул.;Ruzskaya ulicza;1;;817;77000000000433800
23790;Руновский переулок;58482621;Руновский пер.;Runovskij pereulok;2;;103;77000000000251800
